-1.332697254167202860e+00 -1.307284212278954305e+00
-1.165379743181683247e+00 -1.307284212278954305e+00
8.424303886445532186e-01 1.445878813580734334e+00
1.065520403291912999e+00 1.183672811117907342e+00
-1.444242261490882751e+00 -1.307284212278954305e+00
1.009747899630072832e+00 1.576981814812148386e+00
1.567472936248471838e+00 1.183672811117907342e+00
-1.444242261490882751e+00 -1.307284212278954305e+00
1.121292906953752722e+00 5.281578049608385284e-01
4.520228630116737700e-01 1.348488012665971791e-01
-2.730196845922448490e-01 -2.584602024276441701e-01
6.161533737879463374e-02 2.659518024980107587e-01
-1.388469757829042583e+00 -1.307284212278954305e+00
5.077953666735139926e-01 3.745800035183295164e-03
1.173878410406345857e-01 1.348488012665971791e-01
7.308853813208733285e-01 9.214668086550794612e-01
-1.053834735858003357e+00 -1.307284212278954305e+00
-1.614746772685649312e-01 -2.584602024276441701e-01
6.161533737879463374e-02 3.745800035183295164e-03
-1.221152246843522970e+00 -1.307284212278954305e+00
5.635678703353537156e-01 7.903638074236659650e-01
1.734790447233991895e+00 1.445878813580734334e+00
3.962503593498341026e-01 3.970548037294245880e-01
3.962503593498341026e-01 1.348488012665971791e-01
5.842833716954685258e-03 -1.273572011962302852e-01
1.009747899630072832e+00 1.576981814812148386e+00
5.077953666735139926e-01 2.659518024980107587e-01
1.009747899630072832e+00 2.659518024980107587e-01
1.121292906953752722e+00 1.314775812349321171e+00
7.308853813208733285e-01 1.576981814812148386e+00
1.731603447024742948e-01 1.348488012665971791e-01
-1.276924750505362915e+00 -1.045078209816126646e+00
1.623245439910312005e+00 1.314775812349321171e+00
6.751128776590336056e-01 9.214668086550794612e-01
5.635678703353537156e-01 7.903638074236659650e-01
1.009747899630072832e+00 1.183672811117907342e+00
2.289328483643144896e-01 3.970548037294245880e-01
1.623245439910312005e+00 1.052569809886493291e+00
9.539753959682331086e-01 7.903638074236659650e-01
-1.221152246843522970e+00 -1.307284212278954305e+00
6.193403739971938826e-01 7.903638074236659650e-01
-1.332697254167202860e+00 -1.307284212278954305e+00
7.308853813208733285e-01 3.970548037294245880e-01
-1.053834735858003357e+00 -1.045078209816126646e+00
-1.555787268814562418e+00 -1.307284212278954305e+00
6.193403739971938826e-01 3.970548037294245880e-01
-1.276924750505362915e+00 -1.307284212278954305e+00
-1.500014765152722473e+00 -1.438387213510367912e+00
9.539753959682331086e-01 7.903638074236659650e-01
5.077953666735139926e-01 3.970548037294245880e-01
-1.165379743181683247e+00 -1.176181211047540476e+00
-1.614746772685649312e-01 -2.584602024276441701e-01
1.731603447024742948e-01 -2.584602024276441701e-01
-1.276924750505362915e+00 -1.307284212278954305e+00
-1.276924750505362915e+00 -1.307284212278954305e+00
-1.276924750505362915e+00 -1.307284212278954305e+00
-4.992966994488502036e-02 -2.584602024276441701e-01
1.288610417939272335e+00 1.708084816043562215e+00
-1.388469757829042583e+00 -1.176181211047540476e+00
6.193403739971938826e-01 3.970548037294245880e-01
-1.388469757829042583e+00 -1.307284212278954305e+00
3.962503593498341026e-01 5.281578049608385284e-01
1.232837914277432612e+00 7.903638074236659650e-01
-1.221152246843522970e+00 -1.307284212278954305e+00
-1.332697254167202860e+00 -1.307284212278954305e+00
3.404778556879943796e-01 3.745800035183295164e-03
7.308853813208733285e-01 9.214668086550794612e-01
-1.057021736067249723e-01 1.348488012665971791e-01
1.731603447024742948e-01 1.348488012665971791e-01
5.635678703353537156e-01 7.903638074236659650e-01
1.288610417939272335e+00 1.445878813580734334e+00
3.962503593498341026e-01 3.970548037294245880e-01
